name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
NORMAL LIFE OF INDIANA,15G060,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"106 ALLENDALE
TERRE HAUTE, IN 47802",812 234-3454,"106 ALLENDALE
TERRE HAUTE, IN 47802",1981-07-23,8,No,For Profit,,,NORMAL LIFE OF INDIANA,True
EASTER SEALS ARC OF NORTHEAST,15G074,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"5924 ABBOTT ST
FORT WAYNE, IN 46816",260 456-4534,"5924 ABBOTT ST
FORT WAYNE, IN 46816",1982-06-03,8,No,Non-Profit,,,EASTER SEALS ARC OF NORTHEAST,False
EASTER SEALS ARC OF NORTHEAST,15G075,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4422 LAKE AVE
FORT WAYNE, IN 46815",260 456-4534,"4422 LAKE AVE
FORT WAYNE, IN 46815",1982-06-03,8,No,Non-Profit,,,EASTER SEALS ARC OF NORTHEAST,False
"NEW HOPE OF INDIANA, INC",15G076,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"8727 KENSINGTON DRIVE
NOBLESVILLE, IN 46060",317 338-9600,"8727 KENSINGTON DRIVE
NOBLESVILLE, IN 46060",1982-06-16,7,No,Non-Profit,,,"NEW HOPE OF INDIANA, INC",False
PATHFINDER SERVICES INC,15G077,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"452 CLINE STREET
HUNTINGTON, IN 46750",800 833-1571,"452 CLINE STREET
HUNTINGTON, IN 46750",1982-06-11,7,No,Non-Profit,,,PATHFINDER SERVICES INC,False
RES CARE COMMUNITY ALTERNATIVES SOUTH CENTRAL,15G080,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"725 CARR ST
MILAN, IN 47031",812 352-6220,"725 CARR ST
MILAN, IN 47031",1982-07-02,8,No,For Profit,,,RES CARE COMMUNITY ALTERNATIVES SOUTH CENTRAL,True
HILLCROFT SERVICES INC,15G085,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1803 N ELM ST
MUNCIE, IN 47303",765 284-4166,"1803 N ELM ST
MUNCIE, IN 47303",1982-05-25,6,No,Non-Profit,,,HILLCROFT SERVICES INC,False
DAMAR SERVICES INC--MAIN ST,15G088,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"411 E MAIN ST
PLAINFIELD, IN 46168",317 856-5201,"411 E MAIN ST
PLAINFIELD, IN 46168",1982-12-16,6,No,Non-Profit,"Vol-Merg, Close",2017-04-01,DAMAR SERVICES INC--MAIN ST,False
DEVELOPMENTAL SERVICES INC,15G090,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3839 CAMELOT LN
COLUMBUS, IN 47201",812 376-9404,"3839 CAMELOT LN
COLUMBUS, IN 47201",1983-01-16,6,No,Non-Profit,,,DEVELOPMENTAL SERVICES INC,False
DEVELOPMENTAL SERVICES INC,15G092,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"583 CAMELOT DR
SEYMOUR, IN 47274",812 376-9404,"583 CAMELOT DR
SEYMOUR, IN 47274",1983-01-17,6,No,Non-Profit,,,DEVELOPMENTAL SERVICES INC,False
COMMUNITY ALTERNATIVES SW IN,15G096,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2745 WINDEMERE DR
EVANSVILLE, IN 47725",812 433-3535,"2745 WINDEMERE DR
EVANSVILLE, IN 47725",1983-05-04,7,No,Non-Profit,,,COMMUNITY ALTERNATIVES SW IN,True
COMMUNITY ALTERNATIVES SW IN,15G098,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"10707 BERNADETTE DR
EVANSVILLE, IN 47725",812 433-3535,"10707 BERNADETTE DR
EVANSVILLE, IN 47725",1983-05-04,8,No,Non-Profit,,,COMMUNITY ALTERNATIVES SW IN,True
CDC INC,15G101,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2906 N 400 E
MONTICELLO, IN 47960",574 583-8227,"2906 N 400 E
MONTICELLO, IN 47960",1983-05-05,6,No,Non-Profit,,,CDC INC,False
ADEC INC,15G103,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1717 LONGWOOD CT
GOSHEN, IN 46526",574 848-7451,"1717 LONGWOOD CT
GOSHEN, IN 46526",1983-08-03,8,No,Non-Profit,,,ADEC INC,False
COMMUNITY ALTERNATIVES SW IN,15G106,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4122 TRIPLE CROWN
NEWBURGH, IN 47630",812 433-3535,"4122 TRIPLE CROWN
NEWBURGH, IN 47630",1983-09-01,8,No,Non-Profit,"Vol-Merg, Close",2018-02-16,COMMUNITY ALTERNATIVES SW IN,True
CAREY SERVICES INC,15G107,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"615 E NORTH ST
HARTFORD CITY, IN 47348",765 348-4041,"615 E NORTH ST
HARTFORD CITY, IN 47348",1983-09-15,8,No,Non-Profit,,,CAREY SERVICES INC,False
"NEW HOPE OF INDIANA, INC",15G112,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"7891 E 296TH STREET
ATLANTA, IN 46031",765 338-9600,"7891 E 296TH STREET
ATLANTA, IN 46031",1983-09-26,6,No,Non-Profit,"Vol-Merg, Close",2021-02-25,"NEW HOPE OF INDIANA, INC",False
IN-PACT INC,15G113,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"5802 VERMONT ST
MERRILLVILLE, IN 46410",219 980-5703,"5802 VERMONT ST
MERRILLVILLE, IN 46410",1983-10-06,5,No,Non-Profit,,,IN-PACT INC,False
RESIDENTIAL CRF INC,15G114,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"324 W 3RD ST
CONNERSVILLE, IN 47331",765 825-5129,"324 W 3RD ST
CONNERSVILLE, IN 47331",1983-10-26,8,No,For Profit,,,RESIDENTIAL CRF INC,False
DEVELOPMENTAL SERVICES INC,15G115,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"830 EVERGREEN DRIVE
SEYMOUR, IN 47274",812 376-9404,"830 EVERGREEN DRIVE
SEYMOUR, IN 47274",1985-06-03,5,No,Non-Profit,,,DEVELOPMENTAL SERVICES INC,False
"CG-DSA, LLC",15G117,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"220 W MAIN ST
CRAWFORDSVILLE, IN 47933",765 361-0551,"220 W MAIN ST
CRAWFORDSVILLE, IN 47933",1983-10-31,8,No,Non-Profit,,,"CG-DSA, LLC",False
PEAK COMMUNITY SERVICES INC,15G119,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"231 EAST GALBREATH DRIVE
WINAMAC, IN 46996",574 753-4104,"231 EAST GALBREATH DRIVE
WINAMAC, IN 46996",1983-09-29,8,No,Non-Profit,,,PEAK COMMUNITY SERVICES INC,False
EASTER SEALS ARC OF NORTHEAST INDIANA,15G121,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"125 N 200 E
COLUMBIA CITY, IN 46725",260 248-2783,"125 N 200 E
COLUMBIA CITY, IN 46725",1983-11-30,8,No,Non-Profit,,,EASTER SEALS ARC OF NORTHEAST INDIANA,False
"CG-DSA, LLC",15G123,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"714 PENN DR
CRAWFORDSVILLE, IN 47933",765 364-0500,"714 PENN DR
CRAWFORDSVILLE, IN 47933",1983-10-31,8,No,For Profit,,,"CG-DSA, LLC",False
HOPEWELL CENTER INC,15G124,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2605 LINDBERG ROAD
ANDERSON, IN 46015",765 642-0201,"2605 LINDBERG ROAD
ANDERSON, IN 46015",1983-11-11,4,No,Non-Profit,,,HOPEWELL CENTER INC,False
NORMAL LIFE OF INDIANA,15G125,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3000 BAILEY LN
EVANSVILLE, IN 47710",812 433-3535,"3000 BAILEY LN
EVANSVILLE, IN 47710",1983-11-23,8,No,Non-Profit,,,NORMAL LIFE OF INDIANA,True
RES CARE COMMUNITY ALTERNATIVES SE IN,15G127,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1031 WEST ST
NEW ALBANY, IN 47150",812 258-2370,"1031 WEST ST
NEW ALBANY, IN 47150",1983-10-31,8,No,For Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
BI-COUNTY SERVICES INC,15G132,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"423 WIND RIDGE TR
BERNE, IN 46711",260 589-8634,"423 WIND RIDGE TR
BERNE, IN 46711",1983-12-16,8,No,Non-Profit,,,BI-COUNTY SERVICES INC,False
ARC OPPORTUNITIES INC,15G134,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"0170 W 300 N
HOWE, IN 46746",260 463-4816,"0170 W 300 N
HOWE, IN 46746",1984-01-05,5,No,Non-Profit,,,ARC OPPORTUNITIES INC,False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G136,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"427 W LONGEST ST
PAOLI, IN 47454",812 258-2370,"427 W LONGEST ST
PAOLI, IN 47454",1983-12-09,8,No,For Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
NORMAL LIFE OF INDIANA,15G137,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"8616 NORTHFIELD DR
EVANSVILLE, IN 47713",812 426-1512,"8616 NORTHFIELD DR
EVANSVILLE, IN 47713",1984-01-31,8,No,For Profit,,,NORMAL LIFE OF INDIANA,True
COMMUNITY ALTERNATIVES SW IN,15G138,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4555 ELM ST
NEWBURGH, IN 47630",812 433-3535,"4555 ELM ST
NEWBURGH, IN 47630",1984-01-31,8,No,Non-Profit,,,COMMUNITY ALTERNATIVES SW IN,True
COMMUNITY ALTERNATIVES SW IN,15G139,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"6611 CHESHIRE DR
NEWBURGH, IN 47630",812 433-3535,"6611 CHESHIRE DR
NEWBURGH, IN 47630",1984-01-31,8,No,Non-Profit,,,COMMUNITY ALTERNATIVES SW IN,True
PUTNAM COUNTY COMPREHENSIVE SERVICES INC,15G141,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"914 TENNESSEE ST
GREENCASTLE, IN 46135",765 653-9763,"914 TENNESSEE ST
GREENCASTLE, IN 46135",1984-04-02,6,No,Non-Profit,,,PUTNAM COUNTY COMPREHENSIVE SERVICES INC,False
"PALADIN, INC",15G144,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"720 ROYAL RD
MICHIGAN CITY, IN 46360",219 324-0656,"720 ROYAL RD
MICHIGAN CITY, IN 46360",1983-11-21,6,No,Government,,,"PALADIN, INC",False
CDC INC,15G148,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"107 S COUNTRYBROOK
MONTICELLO, IN 47960",574 583-8227,"107 S COUNTRYBROOK
MONTICELLO, IN 47960",1984-04-18,7,No,Non-Profit,,,CDC INC,False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G151,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1550 EAGLE POINT DR
NEW SALISBURY, IN 47161",812 258-2370,"1550 EAGLE POINT DR
NEW SALISBURY, IN 47161",1984-04-26,7,No,Non-Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
"ARC SOUTHWEST INDIANA, THE",15G153,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"403 S THIRD ST
PETERSBURG, IN 47567",812 386-6312,"403 S THIRD ST
PETERSBURG, IN 47567",1984-04-14,8,No,Non-Profit,,,"ARC SOUTHWEST INDIANA, THE",False
"ARC SOUTHWEST INDIANA, THE",15G155,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1214 MAIN ST
PETERSBURG, IN 47567",812 386-6312,"1214 MAIN ST
PETERSBURG, IN 47567",1984-06-05,8,No,Non-Profit,,,"ARC SOUTHWEST INDIANA, THE",False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G157,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3011 APACHE DR
JEFFERSONVILLE, IN 47130",812 258-2370,"3011 APACHE DR
JEFFERSONVILLE, IN 47130",1984-06-25,8,No,For Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
HOPEWELL CENTER INC,15G158,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"915 BITTERSWEET LN
ANDERSON, IN 46015",765 642-0201,"915 BITTERSWEET LN
ANDERSON, IN 46015",1984-05-01,8,No,Non-Profit,,,HOPEWELL CENTER INC,False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G159,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1337 E SOUTHVIEW LN
PAOLI, IN 47454",812 258-2370,"1337 E SOUTHVIEW LN
PAOLI, IN 47454",1984-06-25,7,No,Non-Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
NORMAL LIFE OF INDIANA,15G160,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"428 STERCHI DR
EVANSVILLE, IN 47712",812 433-3535,"428 STERCHI DR
EVANSVILLE, IN 47712",1984-08-22,8,No,Non-Profit,,,NORMAL LIFE OF INDIANA,True
"CG-DSA, LLC",15G162,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1009 W MARKET ST
CRAWFORDSVILLE, IN 47933",765 364-0544,"1009 W MARKET ST
CRAWFORDSVILLE, IN 47933",1984-08-15,8,No,For Profit,,,"CG-DSA, LLC",False
IN-PACT INC,15G163,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3154 HEAVLIN RD
VALPARAISO, IN 46383",219 662-1905,"3154 HEAVLIN RD
VALPARAISO, IN 46383",1985-01-01,5,No,Non-Profit,"Vol-Merg, Close",2019-10-01,IN-PACT INC,False
"ARC SOUTHWEST INDIANA, THE",15G166,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1512 S JEFFERSON
PRINCETON, IN 47670",812 386-6312,"1512 S JEFFERSON
PRINCETON, IN 47670",1984-08-12,8,No,Non-Profit,,,"ARC SOUTHWEST INDIANA, THE",False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G167,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"749 SOUTH BEARS BEND ROAD
FRENCH LICK, IN 47432",812 258-2370,"749 SOUTH BEARS BEND ROAD
FRENCH LICK, IN 47432",1985-12-27,7,No,Non-Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
STONE BELT ARC INC,15G170,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"4417 BLACKSTONE CT
BLOOMINGTON, IN 47401",812 339-8284,"4417 BLACKSTONE CT
BLOOMINGTON, IN 47401",1998-09-08,7,No,Non-Profit,,,STONE BELT ARC INC,False
TRADEWINDS SERVICES INC,15G171,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"8286 E 101ST AVE
CROWN POINT, IN 46307",219 945-0100,"8286 E 101ST AVE
CROWN POINT, IN 46307",1984-09-01,8,No,Non-Profit,,,TRADEWINDS SERVICES INC,False
DEVELOPMENTAL SERVICE ALTERNATIVES,15G174,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"227 GASLITE LN
GREENFIELD, IN 46140",317 462-2327,"227 GASLITE LN
GREENFIELD, IN 46140",1985-04-12,8,No,Non-Profit,,,DEVELOPMENTAL SERVICE ALTERNATIVES,False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G175,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3607 MIDDLE RD
JEFFERSONVILLE, IN 47130",812 258-2370,"3607 MIDDLE RD
JEFFERSONVILLE, IN 47130",1985-03-19,7,No,For Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
TRADEWINDS SERVICES INC,15G177,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"8416 CLINE AVE
CROWN POINT, IN 46307",219 945-0100,"8416 CLINE AVE
CROWN POINT, IN 46307",1985-03-25,8,No,Non-Profit,,,TRADEWINDS SERVICES INC,False
COMMUNITY ALTERNATIVES SW IN,15G179,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"8206 BUCKRIDGE TR
EVANSVILLE, IN 47715",812 433-3535,"8206 BUCKRIDGE TR
EVANSVILLE, IN 47715",1983-04-08,8,No,For Profit,,,COMMUNITY ALTERNATIVES SW IN,True
EASTER SEALS ARC OF NORTHEAST,15G180,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"10962 TONKEL ROAD
FORT WAYNE, IN 46845",260 456-4534,"10962 TONKEL ROAD
FORT WAYNE, IN 46845",1984-10-10,6,No,Non-Profit,,,EASTER SEALS ARC OF NORTHEAST,False
CHILD ADULT RESOURCE SRV INC,15G181,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"442 VINE ST
CLINTON, IN 47842",765 832-9732,"442 VINE ST
CLINTON, IN 47842",1985-06-22,6,No,Non-Profit,,,CHILD ADULT RESOURCE SRV INC,False
DEVELOPMENTAL SERVICE ALTERNATIVES,15G182,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2326 BERWICK DR
SHELBYVILLE, IN 46176",317 398-0000,"2326 BERWICK DR
SHELBYVILLE, IN 46176",1985-06-10,6,No,Non-Profit,,,DEVELOPMENTAL SERVICE ALTERNATIVES,False
RESIDENTIAL CRF INC,15G183,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"3624 GRAND AVENUE
CONNERSVILLE, IN 47331",765 825-5129,"3624 GRAND AVENUE
CONNERSVILLE, IN 47331",1985-06-20,8,No,Non-Profit,,,RESIDENTIAL CRF INC,False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G184,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"1818 H ST
BEDFORD, IN 47421",812 352-6220,"1818 H ST
BEDFORD, IN 47421",1985-07-01,8,No,Non-Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
LOGAN COMMUNITY RESOURCES INC,15G185,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"2105 S WABASH
SOUTH BEND, IN 46615",574 289-0385,"2105 S WABASH
SOUTH BEND, IN 46615",1985-06-15,8,No,Non-Profit,,,LOGAN COMMUNITY RESOURCES INC,False
RESIDENTIAL CRF INC,15G186,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"637 E MAIN ST
DANVILLE, IN 46122",765 825-5129,"637 E MAIN ST
DANVILLE, IN 46122",1985-05-17,8,No,Non-Profit,,,RESIDENTIAL CRF INC,False
CHILD ADULT RESOURCE SERVICES INC,15G189,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"220 S COLLEGE ST
ROCKVILLE, IN 47872",765 569-2076,"220 S COLLEGE ST
ROCKVILLE, IN 47872",1985-06-22,7,No,Non-Profit,,,CHILD ADULT RESOURCE SERVICES INC,False
RES CARE COMMUNITY ALTERNATIVES SE IN,15G193,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"13711 BENNETTSVILLE RD
MEMPHIS, IN 47143",812 258-2370,"13711 BENNETTSVILLE RD
MEMPHIS, IN 47143",1985-09-26,7,No,Non-Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
RES CARE COMMUNITY ALTERNATIVES SE IN,15G194,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"115 STONEGATE
BEDFORD, IN 47421",812 352-6220,"115 STONEGATE
BEDFORD, IN 47421",1985-11-04,8,No,Non-Profit,,,RES CARE COMMUNITY ALTERNATIVES SE IN,True
"ARC SOUTHWEST INDIANA, THE",15G199,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"400 MILL ST
WINSLOW, IN 47598",812 386-6312,"400 MILL ST
WINSLOW, IN 47598",1985-07-31,7,No,Non-Profit,,,"ARC SOUTHWEST INDIANA, THE",False
COMMUNITY ALTERNATIVES SW IN,15G201,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"305 NE THIRD ST
LOOGOOTEE, IN 47553",812 352-6220,"305 NE THIRD ST
LOOGOOTEE, IN 47553",1985-07-10,7,No,For Profit,"Vol-Merg, Close",2019-12-06,COMMUNITY ALTERNATIVES SW IN,True
KNOX COUNTY ASSOCIATION FOR REMARKABLE CITIZENS,15G202,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"628 W 7TH ST
BICKNELL, IN 47512",812 895-0059,"628 W 7TH ST
BICKNELL, IN 47512",1985-08-30,8,No,Non-Profit,"Vol-Merg, Close",2021-03-01,KNOX COUNTY ASSOCIATION FOR REMARKABLE CITIZENS,False
COMMUNITY ALTERNATIVES SW IN,15G207,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"915 JOHANNES CT
EVANSVILLE, IN 47725",812 433-3535,"915 JOHANNES CT
EVANSVILLE, IN 47725",1985-03-01,8,No,For Profit,"Vol-Merg, Close",2019-06-24,COMMUNITY ALTERNATIVES SW IN,True
VOCA CORPORATION OF INDIANA,15G211,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"810 CARLYLE ST
COLUMBIA CITY, IN 46725",260 244-7506,"810 CARLYLE ST
COLUMBIA CITY, IN 46725",1985-11-12,8,No,For Profit,,,VOCA CORPORATION OF INDIANA,True
VOCA CORPORATION OF INDIANA,15G212,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"395 N WESTCHESTER DR
COLUMBIA CITY, IN 46725",260 244-6253,"395 N WESTCHESTER DR
COLUMBIA CITY, IN 46725",1985-11-12,8,No,For Profit,,,VOCA CORPORATION OF INDIANA,True
VOCA CORPORATION OF INDIANA,15G213,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"414 W BROADWAY
ETNA GREEN, IN 46524",574 858-9640,"414 W BROADWAY
ETNA GREEN, IN 46524",1985-11-12,8,No,Non-Profit,,,VOCA CORPORATION OF INDIANA,True
CORVILLA INC,15G214,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,IN,"18443 BULLA RD
SOUTH BEND, IN 46637",574 289-9779,"18443 BULLA RD
SOUTH BEND, IN 46637",1985-11-06,8,No,Non-Profit,,,CORVILLA INC,False
