name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
CARING PALMS HEALTH CARE CENTER,45G053,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1415 W WASHINGTON ST
BROWNSVILLE, TX 78520",956 546-3711,"1415 W WASHINGTON ST
BROWNSVILLE, TX 78520",1983-01-20,72,No,For Profit,,,CARING PALMS HEALTH CARE CENTER INC,False
SAN ANTONIO STATE SUPPORTED LIVING CENTER,45G055,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"6711 S NEW BRAUNFELS AVE
SAN ANTONIO, TX 78223",210 532-9610,"6711 S NEW BRAUNFELS AVE
SAN ANTONIO, TX 78223",1984-10-12,339,No,Government,,,DADS,False
WILLIAMS ROAD,45G058,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1136 WILLIAMS ROAD
FORT WORTH, TX 76120",817 731-3985,"1136 WILLIAMS ROAD
FORT WORTH, TX 76120",1982-07-23,8,No,For Profit,,,MHMR OF TARRANT COUNTY,False
EL PASO STATE SUPPORTED LIVING CENTER,45G059,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"6700 DELTA DRIVE
EL PASO, TX 79905",915 782-6300,"6700 DELTA DRIVE
EL PASO, TX 79905",1982-09-10,155,No,Government,,,DADS,False
BIG SKY RANCH,45G060,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2234 B AMY LYN AVE
ABILENE, TX 79603",325 676-5671,"2234 B AMY LYN AVE
ABILENE, TX 79603",1982-12-08,13,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
COLE ROAD HOUSE,45G062,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"5820 COLE RD
BEAUMONT, TX 77706",800 299-5161,"5820 COLE RD
BEAUMONT, TX 77706",1983-03-01,13,No,For Profit,,,"ST. GILES-BAYTOWN, INC.",False
WALNUT CREEK HOME,45G063,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"301 W AVE D
SWEETWATER, TX 79556",325 235-2568,"301 W AVE D
SWEETWATER, TX 79556",1983-04-01,13,No,For Profit,,,LIVING RESOURCES LLC,False
ALLANDALE,45G066,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"6110 A BULLARD DR
AUSTIN, TX 78731",512 451-5801,"6110 A BULLARD DR
AUSTIN, TX 78731",1983-07-13,12,No,For Profit,"Vol-Merg, Close",2017-08-07,,True
ROCK HOUSE,45G067,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2254 LINGLEVILLE RD
STEPHENVILLE, TX 76401",254 965-6915,"2254 LINGLEVILLE RD
STEPHENVILLE, TX 76401",1983-05-04,13,No,For Profit,,,ROCK HOUSE SUPPORT SERVICES INC,False
EDUCARE COMMUNITY LIVING CORPORATION - TEXAS,45G069,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"5922 LEWISBURG
DALLAS, TX 75237",972 283-9057,"5922 LEWISBURG
DALLAS, TX 75237",1983-08-02,6,No,For Profit,,,EDUCARE COMMUNITY LIVING CORPORATION - TEXAS,True
MARIAH FLATS,45G070,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"10036 W WESTLAND DR
ODESSA, TX 79764",432 381-0741,"10036 W WESTLAND DR
ODESSA, TX 79764",1982-10-15,10,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
OUACHITA FLATS,45G071,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"6086 KOVARIK RD
WICHITA FALLS, TX 76310",940 723-5410,"6086 KOVARIK RD
WICHITA FALLS, TX 76310",1983-05-20,13,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
BURNET COUNTY COMMUNITY RESIDENCE,45G073,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1513 BLUEBONNET DR
MARBLE FALLS, TX 78654",830 693-3449,"1513 BLUEBONNET DR
MARBLE FALLS, TX 78654",1983-11-05,8,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
BASTROP COMMUNITY RESIDENCE,45G074,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"133 PLUM ST
BASTROP, TX 78602",512 321-3316,"133 PLUM ST
BASTROP, TX 78602",1983-10-01,8,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
TUPELO HOUSE,45G076,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"511 TUPELO
LONGVIEW, TX 75601",903 238-9593,"511 TUPELO
LONGVIEW, TX 75601",1982-12-29,8,No,For Profit,,,PACE OPPORTUNITY CENTERS INC,False
MESQUITE VILLA,45G077,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2234 A AMY LYN AVE
ABILENE, TX 79603",325 676-5662,"2234 A AMY LYN AVE
ABILENE, TX 79603",1983-02-18,13,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
ELLIOTT DRIVE GROUP HOME,45G078,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1738 ELLIOTT DR
CANTON, TX 75103",903 567-4541,"1738 ELLIOTT DR
CANTON, TX 75103",1982-11-10,10,No,Non-Profit,,,ANDREWS CENTER,False
PHILLIPS GROUP HOME,45G082,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"210 WEST PHILLIPS
TYLER, TX 75701",903 593-7191,"210 WEST PHILLIPS
TYLER, TX 75701",1983-03-24,12,No,Non-Profit,,,ANDREWS CENTER,False
ROSE HOUSE,45G085,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"12711 SHANNON HILLS
HOUSTON, TX 77099",281 564-4256,"12711 SHANNON HILLS
HOUSTON, TX 77099",1985-01-09,6,No,For Profit,,,EDUCARE COMMUNITY LIVING CORPORATION - GULF COAST,True
45TH STREET I COMMUNITY HOME,45G086,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1348 N 45TH ST
CORSICANA, TX 75110",903 874-6543,"1348 N 45TH ST
CORSICANA, TX 75110",1984-02-18,13,No,For Profit,,,EDUCARE COMMUNITY LIVING LIMITED PARTNERSHIP,True
MHMR SVCS OF TEXOMA ALTERNATE LIVING FACILITY II,45G087,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1217 DESVOIGNES RD
DENISON, TX 75021",903 463-5210,"1217 DESVOIGNES RD
DENISON, TX 75021",1983-01-19,10,No,For Profit,,,MHMR SERVICES OF TEXOMA,False
GRANBURY HOUSE,45G089,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"826 N. THORP SPRINGS ROAD
GRANBURY, TX 76049",817 573-1559,"826 N. THORP SPRINGS ROAD
GRANBURY, TX 76049",1983-06-16,8,No,For Profit,,,"SOUTHERN CONCEPTS, INC.Â€Ž",False
NACOGDOCHES HOUSE,45G091,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2712 S E STALLINGS DR
NACOGDOCHES, TX 75961",936 564-3147,"2712 S E STALLINGS DR
NACOGDOCHES, TX 75961",1982-11-10,12,No,Government,,,THE BURKE CENTER,False
HENRY HOUSE,45G093,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"7153 PINEBERRY
DALLAS, TX 75249",800 299-5161,"7153 PINEBERRY
DALLAS, TX 75249",1983-06-29,10,No,For Profit,,,MONARCH HOLDING INC.,False
COMANCHE FLATS,45G094,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1315 BAYLOR
BIG SPRING, TX 79720",432 263-1408,"1315 BAYLOR
BIG SPRING, TX 79720",1983-08-08,13,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
HORIZON HOUSE,45G095,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"4176 TREADWAY
BEAUMONT, TX 77706",800 299-5161,"4176 TREADWAY
BEAUMONT, TX 77706",1982-12-10,10,No,For Profit,,,"ST. GILES-BAYTOWN, INC.",False
MARCWOOD TWO,45G096,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2901 NORTH A ST
MIDLAND, TX 79705",432 695-9901,"2901 NORTH A ST
MIDLAND, TX 79705",1983-04-22,10,No,Non-Profit,,,MARC INC,False
CASA GUADALUPE I,45G097,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"957 KUNKEL ST
SEGUIN, TX 78155",800 299-5161,"957 KUNKEL ST
SEGUIN, TX 78155",1980-10-22,8,No,For Profit,,,"UCG CENTRAL TEXAS HOLDING, LLC",False
MARY LEE FOUNDATION SOUTHPOINTE I,45G099,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1338 LAMAR SQUARE DR
AUSTIN, TX 78704",512 442-6077,"1338 LAMAR SQUARE DR
AUSTIN, TX 78704",1983-08-25,13,No,For Profit,,,MARY LEE FOUNDATION,False
616 WEST BELL,45G101,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"616 W BELL ST
HOUSTON, TX 77019",800 299-5161,"616 W BELL ST
HOUSTON, TX 77019",1983-09-05,6,No,For Profit,,,"ST. GILES-BAYTOWN, INC.",False
SANDY OAKS I,45G104,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1475 S TRINITY RD
DENTON, TX 76208",940 383-1907,"1475 S TRINITY RD
DENTON, TX 76208",1983-01-10,11,No,For Profit,,,INNOVATIVE OUTCOMES INC,False
ROCK HOUSE OF GEORGETOWN 1,45G107,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"4142 WILLIAMS DR
GEORGETOWN, TX 78628",512 869-4661,"4142 WILLIAMS DR
GEORGETOWN, TX 78628",1982-10-14,13,No,Non-Profit,,,ROCK HOUSE SUPPORT SERVICES INC,False
NORTH ROCK 2,45G109,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2248 LINGLEVILLE RD
STEPHENVILLE, TX 76401",254 965-6922,"2248 LINGLEVILLE RD
STEPHENVILLE, TX 76401",1983-05-25,13,No,For Profit,,,ROCK HOUSE SUPPORT SERVICES INC,False
EDUCARE COMMUNITY LIVING CORPORATION - TEXAS,45G110,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"14163 HAYMEADOW DR
DALLAS, TX 75240",972 386-0402,"14163 HAYMEADOW DR
DALLAS, TX 75240",1982-09-30,6,No,For Profit,,,EDUCARE COMMUNITY LIVING CORPORATION - TEXAS,True
FRIES HOUSE,45G112,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"190 E AVE J
SILSBEE, TX 77656",800 299-5161,"190 E AVE J
SILSBEE, TX 77656",1983-11-27,6,No,For Profit,,,"ST. GILES-BAYTOWN, INC.",False
LUBBOCK REGIONAL M H M R 2 EAST,45G114,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"8405 19TH STREET
LUBBOCK, TX 79407",806 792-1359,"8405 19TH STREET
LUBBOCK, TX 79407",1986-02-13,6,No,Government,,,LUBBOCK REGIONAL MHMR,False
HILL COUNTRY COMMUNITY RESIDENCE,45G115,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1406 PECAN ST
CEDAR PARK, TX 78613",512 331-1753,"1406 PECAN ST
CEDAR PARK, TX 78613",1983-04-02,9,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
COMMUNITY LIVING CONCEPTS INC,45G118,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1709 FM 2135
CLEBURNE, TX 76031",817 558-9559,"1709 FM 2135
CLEBURNE, TX 76031",1982-11-03,12,No,For Profit,"Vol-Merg, Close",2017-08-20,,False
RIVER GARDENS,45G119,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"750 RUSK AVE
NEW BRAUNFELS, TX 78130",800 299-5161,"750 RUSK AVE
NEW BRAUNFELS, TX 78130",1982-12-03,160,No,For Profit,,,ANIOL III LLC,False
ROCK HOUSE OF GEORGETOWN 2,45G120,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"4146 WILLIAMS DR
GEORGETOWN, TX 78628",512 869-4662,"4146 WILLIAMS DR
GEORGETOWN, TX 78628",1983-01-14,13,No,Non-Profit,,,ROCK HOUSE SUPPORT SERVICES INC,False
ROCK HOUSE SPRINGS,45G121,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1105 LAGO VISTA
EASTLAND, TX 76448",254 629-8671,"1105 LAGO VISTA
EASTLAND, TX 76448",1983-04-14,13,No,For Profit,,,ROCK HOUSE SUPPORT SERVICES INC,False
TARRANT COUNTY MHMR SERVICES TRAINING RESIDENCE 5,45G122,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"4833 DIAZ
FORT WORTH, TX 76107",817 731-3522,"4833 DIAZ
FORT WORTH, TX 76107",1983-07-28,8,No,Government,,,MHMR OF TARRANT COUNTY,False
MARCWOOD ONE,45G127,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2801 NORTH A ST
MIDLAND, TX 79705",432 695-9901,"2801 NORTH A ST
MIDLAND, TX 79705",1983-02-02,13,No,Non-Profit,,,MARC INC,False
RACQUET CLUB,45G129,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"4809 RACQUET CLUB DRIVE
ARLINGTON, TX 76017",817 569-5632,"4809 RACQUET CLUB DRIVE
ARLINGTON, TX 76017",1983-03-04,8,No,Government,,,MHMR OF TARRANT COUNTY,False
COMMUNITY LIVING CONCEPTS INC,45G131,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2764 CO RD 310
CLEBURNE, TX 76031",817 774-3615,"2764 CO RD 310
CLEBURNE, TX 76031",1983-06-03,6,No,For Profit,,,COMMUNITY LIVING CONCEPTS INC,False
OUACHITA ACRES,45G132,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"7752 STATE HWY 79 SOUTH
WICHITA FALLS, TX 76310",512 327-2325,"7752 STATE HWY 79 SOUTH
WICHITA FALLS, TX 76310",1983-05-20,13,No,For Profit,,,"D&S RESIDENTIAL SERVICES, LP",False
COMMUNITY LIVING CONCEPTS INC,45G134,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"712 STADIUM DR
JOSHUA, TX 76058",817 774-3614,"712 STADIUM DR
JOSHUA, TX 76058",1994-07-31,6,No,For Profit,,,COMMUNITY LIVING CONCEPTS INC,False
MABEE HOME,45G135,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"7520 S SEA LN
SAN ANTONIO, TX 78216",210 377-1328,"7520 S SEA LN
SAN ANTONIO, TX 78216",1983-04-01,12,No,Non-Profit,,,MISSION ROAD DEVELOPMENTAL CENTER,False
NORTH ROCK 1,45G136,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2250 LINGLEVILLE RD
STEPHENVILLE, TX 76401",254 965-6936,"2250 LINGLEVILLE RD
STEPHENVILLE, TX 76401",1983-05-25,13,No,For Profit,,,ROCK HOUSE SUPPORT SERVICES INC,False
TARRANT COUNTY MHMR SERVICES TRAINING RESIDENCE 2,45G138,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"701 SANDY LN
FORT WORTH, TX 76120",817 446-8324,"701 SANDY LN
FORT WORTH, TX 76120",1983-06-09,6,No,For Profit,,,MHMR OF TARRANT COUNTY,False
COVENANT HOME,45G140,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"131 BURR RD
SAN ANTONIO, TX 78209",210 828-1424,"131 BURR RD
SAN ANTONIO, TX 78209",1983-04-01,9,No,Non-Profit,,,MISSION ROAD DEVELOPMENTAL CENTER,False
NORTHWEST WACO LIVING RESIDENCE,45G141,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"2323 N 39TH ST
WACO, TX 76708",254 752-7230,"2323 N 39TH ST
WACO, TX 76708",1983-06-09,8,No,For Profit,,,HEART OF TEXAS REGIONAL MHMR CENTER,False
CASA GUADALUPE II,45G142,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"936 ZUNKER STREET
SEGUIN, TX 78155",800 299-5161,"936 ZUNKER STREET
SEGUIN, TX 78155",1983-10-22,8,No,For Profit,,,"UCG CENTRAL TEXAS HOLDING, LLC",False
MARY LEE FOUNDATION SOUTHPOINTE I I,45G144,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"1336 LAMAR SQUARE DR
AUSTIN, TX 78704",512 442-6077,"1336 LAMAR SQUARE DR
AUSTIN, TX 78704",1983-11-03,13,No,Non-Profit,,,MARY LEE FOUNDATION,False
NEWSTART LIVING CENTER I,45G146,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"305 N BEVERLY ST
CROWLEY, TX 76036",817 297-1325,"305 N BEVERLY ST
CROWLEY, TX 76036",1985-06-11,6,No,For Profit,,,NEWSTART INC,False
LUBBOCK REGIONAL MHMR CENTER 3 CENTRAL,45G147,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"6302 34TH ST
LUBBOCK, TX 79407",806 791-5408,"6302 34TH ST
LUBBOCK, TX 79407",1983-11-18,6,No,Government,,,LUBBOCK REGIONAL MHMR,False
LUBBOCK REGIONAL MHMR CENTER 4 WEST,45G148,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"6306 34TH ST
LUBBOCK, TX 79407",806 791-5473,"6306 34TH ST
LUBBOCK, TX 79407",1983-11-18,6,No,Government,"Vol-Merg, Close",2017-04-28,,False
COUNCIL OAKS AT CHERRY GLADE,45G151,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(VI) Dallas,TX,"8303 CHERRY GLADE
SAN ANTONIO, TX 78244",210 658-9288,"8303 CHERRY GLADE
SAN ANTONIO, TX 78244",1984-04-23,6,No,For Profit,,,COUNCIL OAKS COMMUNITY OPTIONS LTD,False
