name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
NEWBURY HOUSE,05G048,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11489 LAUREL AVENUE
LOMA LINDA, CA 92354",909 370-3996,"11489 LAUREL AVENUE
LOMA LINDA, CA 92354",1982-11-01,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
ROBINSON HOUSE,05G049,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25787 MESA COURT
SAN BERNARDINO, CA 92404",909 864-3748,"25787 MESA COURT
SAN BERNARDINO, CA 92404",1982-11-01,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
LA PAIX HOUSE,05G051,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3395 BROADMOOR BLVD
SAN BERNARDINO, CA 92404",909 862-3835,"3395 BROADMOOR BLVD
SAN BERNARDINO, CA 92404",1990-05-01,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
HELMER GROUP HOME,05G053,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2244 MEADOWLARK DR
SAN DIEGO, CA 92123",858 492-9930,"2244 MEADOWLARK DR
SAN DIEGO, CA 92123",1982-12-14,6,No,Non-Profit,,,The Arc of San Diego,False
THALHEIMER - ISAAC HOME,05G055,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"518 ROBERTA AVENUE
EL CAJON, CA 92020",619 938-2850,"518 ROBERTA AVENUE
EL CAJON, CA 92020",1982-12-14,6,No,Government,,,Home of Guiding Hands Corporation,False
RIO DRIVE,05G057,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"12116 GAY RIO DRIVE
LAKESIDE, CA 92040",619 938-2850,"12116 GAY RIO DRIVE
LAKESIDE, CA 92040",1982-12-14,6,No,Government,,,Home of Guiding Hands Corporation,False
JACK CLOSE HOUSE,05G058,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"533 CLAYDELLE AVENUE
EL CAJON, CA 92020",619 938-2850,"533 CLAYDELLE AVENUE
EL CAJON, CA 92020",1982-12-31,6,No,Government,,,Home of Guiding Hands Corporation,False
GROSSMONT HEALTHCARE HOME,05G061,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1401 LEMON AVENUE
EL CAJON, CA 92020",619 938-2850,"1401 LEMON AVENUE
EL CAJON, CA 92020",1982-12-31,6,No,Government,,,Home of Guiding Hands Corporation,False
DEL PARK MANOR,05G066,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"825 MAGNOLIA AVENUE
CORONA, CA 92879",951 273-7336,"825 MAGNOLIA AVENUE
CORONA, CA 92879",1982-12-10,12,No,Non-Profit,,,Peppermint Ridge,False
EVERGREEN ESTATES,05G071,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"825 MAGNOLIA AVENUE
CORONA, CA 92879",951 273-7337,"825 MAGNOLIA AVENUE
CORONA, CA 92879",1982-12-10,12,No,Non-Profit,,,Peppermint Ridge,False
LETICIA GROUP HOME,05G075,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9235 TODOS SANTOS
SANTEE, CA 92071",619 258-8482,"9235 TODOS SANTOS
SANTEE, CA 92071",1982-12-14,6,No,Non-Profit,,,The Arc of San Diego,False
HELIX,05G076,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2930 HELIX STREET
SPRING VALLEY, CA 91977",858 273-4148,"2930 HELIX STREET
SPRING VALLEY, CA 91977",1983-01-07,6,No,Non-Profit,,,The Arc of San Diego,False
MONTGOMERY HOUSE,05G080,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1658 MONTGOMERY DR
VISTA, CA 92083",760 721-1706,"1658 MONTGOMERY DR
VISTA, CA 92083",1983-01-25,6,No,Non-Profit,,,"T.E.R.I., Inc.",False
VIA RIO HOUSE,05G081,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1262 VIA ENCINOS
FALLBROOK, CA 92028",760 721-1183,"1262 VIA ENCINOS
FALLBROOK, CA 92028",1983-01-25,6,No,Non-Profit,,,"T.E.R.I., Inc.",False
ANZA HOUSE,05G082,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1736 ANZA
VISTA, CA 92083",760 721-1706,"1736 ANZA
VISTA, CA 92083",1983-01-25,6,No,Non-Profit,,,"T.E.R.I., Inc.",False
OLIVE HOUSE,05G086,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6782 CITRUS AVENUE
FONTANA, CA 92336",909 874-7896,"6782 CITRUS AVENUE
FONTANA, CA 92336",1983-02-01,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
MILESTONES OF DEVELOPMENT #3,05G087,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"178 SUNRISE WAY
VALLEJO, CA 94590",707 644-0817,"178 SUNRISE WAY
VALLEJO, CA 94590",1983-05-04,6,No,Non-Profit,,,Milestones Of Development Inc.,False
MILESTONES OF DEVELOPMENT #1,05G089,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"150 HILLVIEW DRIVE
VALLEJO, CA 94591",707 644-0496,"150 HILLVIEW DRIVE
VALLEJO, CA 94591",1989-05-01,6,No,Non-Profit,,,Milestones Of Development Inc.,False
MILESTONES OF DEVELOPMENT #2,05G090,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"136 RON COURT
VALLEJO, CA 94590",707 644-0430,"136 RON COURT
VALLEJO, CA 94590",1983-05-04,6,No,Non-Profit,"Vol-Merg, Close",2020-09-17,Milestones Of Development Inc.,False
MILESTONES OF DEVELOPMENT #4,05G091,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"132 TERRYBROOK LANE
VALLEJO, CA 94589",707 644-0496,"132 TERRYBROOK LANE
VALLEJO, CA 94589",1983-05-04,6,No,Non-Profit,,,Milestones Of Development Inc.,False
MILESTONES OF DEVELOPMENT #5,05G092,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"200 LYTHAM
VALLEJO, CA 94590",707 644-0496,"200 LYTHAM
VALLEJO, CA 94590",1983-05-04,6,No,Non-Profit,,,Milestones Of Development Inc.,False
BAYBERRY HOUSE,05G095,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"400 AGUIRRE WAY
NAPA, CA 94559",707 252-6845,"400 AGUIRRE WAY
NAPA, CA 94559",1983-06-03,6,No,Non-Profit,,,"Bayberry, Inc.",False
SANTANA HOUSE,05G098,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"8513 ATLAS VIEW DRIVE
SANTEE, CA 92071",619 562-8497,"8513 ATLAS VIEW DRIVE
SANTEE, CA 92071",1983-08-19,6,No,Non-Profit,,,The Arc of San Diego,False
CIRCLEBROOK,05G100,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1720 MOUNTAIN VIEW AVENUE
LOMA LINDA, CA 92354",909 796-6915,"1720 MOUNTAIN VIEW AVENUE
LOMA LINDA, CA 92354",1983-08-11,15,No,For Profit,,,"Mountain View Child Care, Inc.|The Nydam Limited Partnership",False
BUTLER VALLEY,05G102,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"380 12TH STREET
ARCATA, CA 95521",707 822-0301,"380 12TH STREET
ARCATA, CA 95521",1983-09-14,6,No,Non-Profit,,,Butler Valley Inc.,False
BEACHCOMBER HOME ICF/DD-N,05G103,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3224 WILMOT ST
SIMI VALLEY, CA 93063",805 581-9302,"3224 WILMOT ST
SIMI VALLEY, CA 93063",1983-10-05,6,No,For Profit,,,EPIPHANY CARE HOMES INC,False
BUCHANAN HOUSE,05G104,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11451 ACACIA STREET
LOMA LINDA, CA 92354",909 862-3834,"11451 ACACIA STREET
LOMA LINDA, CA 92354",1984-02-10,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
MILTON HOUSE,05G105,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"825 N KELLOGG
SANTA BARBARA, CA 93111",805 967-7777,"825 N KELLOGG
SANTA BARBARA, CA 93111",1984-02-23,6,No,Non-Profit,,,JESSIE HOPKINS HINCHEE FOUNDATION,False
HIGHLAND HOUSE,05G106,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3465 DARREN PLACE
HIGHLAND, CA 92346",909 862-2844,"3465 DARREN PLACE
HIGHLAND, CA 92346",1984-02-10,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
ARC IMPERIAL VALLEY #1,05G113,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"548 MESQUITE STREET
IMPERIAL, CA 92251",760 353-2730,"548 MESQUITE STREET
IMPERIAL, CA 92251",1984-04-01,6,No,Non-Profit,,,ARC - Imperial Valley,False
ARC IMPERIAL VALLEY #2,05G114,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"709 SOUTH H STREET
IMPERIAL, CA 92251",760 355-4400,"709 SOUTH H STREET
IMPERIAL, CA 92251",1984-04-01,6,No,Non-Profit,,,ARC - Imperial Valley,False
VERBECK HOUSE,05G120,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1243 BERMUDA LANE
EL CAJON, CA 92021",619 938-2850,"1243 BERMUDA LANE
EL CAJON, CA 92021",1984-04-01,6,No,Government,,,Home of Guiding Hands Corporation,False
MALBORO HOME,05G131,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1327 W MALBORO AVENUE
ANAHEIM, CA 92801",714 991-1653,"1327 W MALBORO AVENUE
ANAHEIM, CA 92801",1984-10-11,6,No,For Profit,,,"Harris Care Centers, Inc.",False
"ALTA'S ICF, INC",05G132,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7820 FRUITRIDGE RD
SACRAMENTO, CA 95820",916 381-1594,"7820 FRUITRIDGE RD
SACRAMENTO, CA 95820",1984-11-05,14,No,For Profit,,,"Alta's ICF, Inc",False
TARA DIVISION,05G139,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1695 ROSENA AVENUE
LOMA LINDA, CA 92354",909 796-0629,"1695 ROSENA AVENUE
LOMA LINDA, CA 92354",1984-12-13,6,No,For Profit,,,Jonbec Care Incorporated,False
TWELVE OAKS DIVISION,05G140,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1930 GOULD STREET
LOMA LINDA, CA 92354",909 796-9458,"1930 GOULD STREET
LOMA LINDA, CA 92354",1984-12-13,6,No,For Profit,,,Jonbec Care Incorporated,False
BROCKTON HOUSE,05G141,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4727 BROCKTON AVENUE
RIVERSIDE, CA 92506",951 682-0856,"4727 BROCKTON AVENUE
RIVERSIDE, CA 92506",1984-12-21,6,No,For Profit,,,"Independent Options, Inc.",False
VISTA HOUSE,05G142,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1768 MONTE MAR ROAD
VISTA, CA 92084",760 721-1706,"1768 MONTE MAR ROAD
VISTA, CA 92084",1985-04-29,6,No,Non-Profit,,,"T.E.R.I., Inc.",False
BETHESDA LUTHERAN COMMUNITIES - MITHRA,05G148,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24842 MITHRA
MISSION VIEJO, CA 92691",949 859-9066,"24842 MITHRA
MISSION VIEJO, CA 92691",1985-05-30,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
"ENRICHING, INC",05G149,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9514 SMOKE TREE AVENUE
FOUNTAIN VALLEY, CA 92708",714 962-4628,"9514 SMOKE TREE AVENUE
FOUNTAIN VALLEY, CA 92708",1985-07-15,6,No,Non-Profit,,,"Enriching, Inc.",False
VILLA WOODS HOUSE,05G153,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4614 VILLA WOODS DRIVE
RIVERSIDE, CA 92509",951 681-8727,"4614 VILLA WOODS DRIVE
RIVERSIDE, CA 92509",1985-09-18,6,No,For Profit,,,"Independent Options, Inc.",False
BUTLER VALLEY #2,05G154,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3971 F STREET
EUREKA, CA 95501",707 442-7313,"3971 F STREET
EUREKA, CA 95501",1985-10-17,6,No,Non-Profit,,,Butler Valley Inc.,False
"NEW HAVEN ICF-DD-H, INCORPORATED",05G156,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"100 SAWYER STREET
VALLEJO, CA 94589",707 563-5875,"100 SAWYER STREET
VALLEJO, CA 94589",1985-08-23,6,No,For Profit,,,"New Haven ICF-DD-H, Incorporated",False
COLLEGE HOUSE,05G158,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5475 COLLEGE AVENUE
RIVERSIDE, CA 92505",951 785-9046,"5475 COLLEGE AVENUE
RIVERSIDE, CA 92505",1985-09-18,6,No,For Profit,,,BrightSpring,True
CARING CONCERN RESIDENTIAL HOMES INC - SAN MATEO,05G160,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"347 N SAN MATEO
VENTURA, CA 93004",805 647-1854,"347 N SAN MATEO
VENTURA, CA 93004",1985-09-05,6,No,For Profit,,,CARING CONCERN RESIDENTIAL HOMES INC A CALIFORNIA CORPORATION,False
JANE HOUSE,05G161,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6120 BUCHANAN AVENUE
SAN BERNARDINO, CA 92404",909 862-1458,"6120 BUCHANAN AVENUE
SAN BERNARDINO, CA 92404",1985-10-15,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
OLYMPIA HOUSE,05G162,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6760 OLYMPIA DRIVE
RIVERSIDE, CA 92503",951 689-8153,"6760 OLYMPIA DRIVE
RIVERSIDE, CA 92503",1985-09-23,6,No,For Profit,"Vol-Merg, Close",2019-04-30,BrightSpring,True
DERBY HOUSE,05G163,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9653 DERBY DRIVE
RIVERSIDE, CA 92509",951 685-1414,"9653 DERBY DRIVE
RIVERSIDE, CA 92509",1985-09-18,6,No,For Profit,,,"Independent Options, Inc.",False
BETHESDA LUTHERAN COMMUNITIES-BELMONT,05G164,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1030 NORTH BELMONT
PORTERVILLE, CA 93257",559 782-8166,"1030 NORTH BELMONT
PORTERVILLE, CA 93257",1985-09-11,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
ELM HOUSE,05G165,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10771 LILAC AVENUE
LOMA LINDA, CA 92354",909 425-1950,"10771 LILAC AVENUE
LOMA LINDA, CA 92354",1985-10-17,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
SYCAMORE HOUSE,05G167,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6781 CHERIMOYA AVENUE
FONTANA, CA 92336",909 874-7711,"6781 CHERIMOYA AVENUE
FONTANA, CA 92336",1985-10-22,6,No,For Profit,,,"JANET'S ENTERPRISE, INC.",False
BETHESDA LUTHERAN COMMUNITIES - HARTOG,05G169,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25161 HARTOG STREET
LAGUNA HILLS, CA 92653",949 472-9771,"25161 HARTOG STREET
LAGUNA HILLS, CA 92653",1985-05-30,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
GRACE HOUSE,05G170,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2507 HIBISCUS AVENUE
VISTA, CA 92083",760 598-4990,"2507 HIBISCUS AVENUE
VISTA, CA 92083",1985-04-29,6,No,Non-Profit,,,"T.E.R.I., Inc.",False
"HARBOR HEALTH CARE, INC - BRIAR DIVISION",05G172,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10631 BRIAR STREET
NORWALK, CA 90650",562 929-2776,"10631 BRIAR STREET
NORWALK, CA 90650",1985-08-13,6,No,For Profit,,,"Harbor Health Care, Inc.",False
LOCUST HOME,05G176,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1151 LOCUST AVENUE
MANTECA, CA 95337",209 823-6061,"1151 LOCUST AVENUE
MANTECA, CA 95337",1985-07-26,15,No,For Profit,,,"Heritage Estates, Inc.",False
CASA DEL MAR #1,05G178,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2018 DEL MAR AVENUE
PENRYN, CA 95663",916 663-1103,"2018 DEL MAR AVENUE
PENRYN, CA 95663",1985-08-14,6,No,For Profit,,,"J & J Care Centers, Inc.",False
CASA DEL MAR #2,05G179,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2525 DEL MAR AVE
PENRYN, CA 95663",916 652-0540,"2525 DEL MAR AVE
PENRYN, CA 95663",1985-08-14,6,No,For Profit,,,BrightSpring,True
OMEGA HOUSE,05G182,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7830 OMEGA WAY
STOCKTON, CA 95212",209 954-0428,"7830 OMEGA WAY
STOCKTON, CA 95212",1985-11-15,6,No,Government,,,Casa Del Rios Habilitation Services,False
MTN SHADOWS COMM HOMES - PINE,05G183,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",1985-10-04,6,No,Non-Profit,,,Mountain Shadows Support Group,False
MTN SHADOWS COMM HOMES - OLIVE,05G184,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",1985-09-11,15,No,For Profit,,,Mountain Shadows Support Group,False
HOME OF GUIDING HANDS LOS RANC,05G187,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10111 LOS RANCHITOS ROAD
LAKESIDE, CA 92040",619 938-2850,"10111 LOS RANCHITOS ROAD
LAKESIDE, CA 92040",1985-05-31,6,No,Government,,,Home of Guiding Hands Corporation,False
ROSEBUD DIVISION,05G189,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1956 HARDT STREET
LOMA LINDA, CA 92354",909 796-9459,"1956 HARDT STREET
LOMA LINDA, CA 92354",1985-04-02,6,No,For Profit,,,Jonbec Care Incorporated,False
BETHESDA LUTHERAN COMMUNITIES - SAN LUCIA,05G193,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1958 WEST SAN LUCIA AVENUE
PORTERVILLE, CA 93257",559 784-5890,"1958 WEST SAN LUCIA AVENUE
PORTERVILLE, CA 93257",1985-12-19,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
BETHESDA LUTHERAN COMMUNITIES - OSPREY,05G194,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24411 OSPREY
LAKE FOREST, CA 92630",949 837-5385,"24411 OSPREY
LAKE FOREST, CA 92630",1986-01-21,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
BETHESDA LUTHERAN COMMUNITIES - MOSQUERO,05G195,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24575 MOSQUERO LANE
MISSION VIEJO, CA 92691",949 586-8503,"24575 MOSQUERO LANE
MISSION VIEJO, CA 92691",1986-01-02,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
BETHESDA LUTHERAN COMMUNITIES - DAPHNE,05G196,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24826 DAPHNE WEST
MISSION VIEJO, CA 92691",949 458-1892,"24826 DAPHNE WEST
MISSION VIEJO, CA 92691",1986-01-22,6,No,Non-Profit,"Vol-Merg, Close",2017-08-31,"Bethesda Lutheran Communities, Inc.",False
BETHESDA LUTHERAN COMMUNITIES - PARTHENON,05G198,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25315 PARTHENON
MISSION VIEJO, CA 92692",949 951-7318,"25315 PARTHENON
MISSION VIEJO, CA 92692",1985-11-14,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
BETHESDA LUTHERAN COMMUNITIES - CHARLEMAGNE,05G199,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25552 CHARLEMAGNE
LAGUNA HILLS, CA 92653",949 951-7145,"25552 CHARLEMAGNE
LAGUNA HILLS, CA 92653",1985-11-14,6,No,Non-Profit,,,"Bethesda Lutheran Communities, Inc.",False
MTN SHADOWS COMM HOMES - BIRCH,05G200,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",1985-12-23,6,No,Non-Profit,,,Mountain Shadows Support Group,False
MTN SHADOWS COMM HOMES - CEDAR,05G201,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKY
ESCONDIDO, CA 92026",760 743-3714,"2067 W EL NORTE PKY
ESCONDIDO, CA 92026",1986-02-20,6,No,Non-Profit,,,Mountain Shadows Support Group,False
MTN SHADOWS COMM HOMES - ASH,05G202,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKY
ESCONDIDO, CA 92026",760 743-3714,"2067 W EL NORTE PKY
ESCONDIDO, CA 92026",1986-02-27,6,No,Non-Profit,,,Mountain Shadows Support Group,False
