name,provider_id,type,region,state,address,phone,address,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date,legal_owner,is_brightspring
LAKE CO BOARD OF MR/DD ADULT RES CTR,36G040,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"8121 DEEPWOOD BLVD
MENTOR, OH 44060",440 350-5200,"8121 DEEPWOOD BLVD
MENTOR, OH 44060",1977-04-01,28,No,Government,,,JACKLITZ CONTINUING DEVELOPMENT CENTER,False
"F F MUELLER RES CTR, RED UNIT",36G042,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2535 KENTON STREET
SPRINGFIELD, OH 45505",937 328-2685,"2535 KENTON STREET
SPRINGFIELD, OH 45505",1977-07-17,9,No,Government,"Vol-Merg, Close",2021-08-28,F.F. MUELLER RESIDENTIAL CENTER-RED,False
GATEWAYS TO BETTER LIVING #5,36G043,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"750 EARLY ROAD
YOUNGSTOWN, OH 44505",330 744-2941,"750 EARLY ROAD
YOUNGSTOWN, OH 44505",1986-07-24,9,No,Non-Profit,"Vol-Merg, Close",2018-04-09,GATEWAYS TO BETTER LIVING #5,False
GATEWAYS TO BETTER LIVING #2,36G047,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"3350 BAXTER RD
YOUNGSTOWN, OH 44509",330 793-0458,"3350 BAXTER RD
YOUNGSTOWN, OH 44509",1986-01-30,9,No,Non-Profit,,,GATEWAYS TO BETTER LIVING #2,False
GATEWAYS TO BETTER LIVING #1,36G048,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"230 IDAHO ROAD
AUSTINTOWN, OH 44515",330 792-2854,"230 IDAHO ROAD
AUSTINTOWN, OH 44515",1976-11-09,9,No,Non-Profit,,,GATEWAYS TO BETTER LIVING #1,False
METZENBAUM RESIDENCE,36G049,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"8132 CEDAR RD
CHESTERLAND, OH 44026",440 729-1919,"8132 CEDAR RD
CHESTERLAND, OH 44026",1978-02-19,15,No,Government,,,METZENBAUM RESIDENCE,False
EDGERTON MANOR,36G055,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"22059 ORCHARD STREET
WEST LAFAYETTE, OH 43845",740 545-6366,"22059 ORCHARD STREET
WEST LAFAYETTE, OH 43845",1979-08-27,13,No,Non-Profit,,,LAFAYETTE MEADOWS/EDGERTON,False
JOSINA LOTT RESIDENTIAL & COMM,36G058,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"120 S HOLLAND SYLVANIA ROAD
TOLEDO, OH 43615",419 866-9013,"120 S HOLLAND SYLVANIA ROAD
TOLEDO, OH 43615",1980-03-05,33,No,Non-Profit,,,MANAHAN,False
HEINZERLING MEMORIAL FOUNDATIO,36G059,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1800 HEINZERLING DRIVE
COLUMBUS, OH 43223",614 272-8888,"1800 HEINZERLING DRIVE
COLUMBUS, OH 43223",1980-05-08,96,No,Non-Profit,,,HEINZERLING MEMORIAL FOUNDATION,False
ECHOING MEADOWS RESIDENTIAL CENTER,36G060,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"319 WEST UNION STREET
ATHENS, OH 45701",740 594-3541,"319 WEST UNION STREET
ATHENS, OH 45701",1980-06-25,30,No,Non-Profit,"Vol-Merg, Close",2017-09-28,ECHOING MEADOWS RESIDENTIAL CENTER,False
RESCARE WELLINGTON,36G071,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"214 HERRICK AVENUE EAST
WELLINGTON, OH 44090",440 647-2088,"214 HERRICK AVENUE EAST
WELLINGTON, OH 44090",1981-03-18,12,No,For Profit,,,BrightSpring,True
BROOKSIDE EXTENDED CARE CENTER,36G073,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"780 SNIDER ROAD
MASON, OH 45040",513 398-1020,"780 SNIDER ROAD
MASON, OH 45040",1981-04-15,92,No,For Profit,,,BROOKSIDE,False
CEDAR CREEK RESIDENCES,36G074,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1251 EAST AVENUE
ELYRIA, OH 44035",440 322-0726,"1251 EAST AVENUE
ELYRIA, OH 44035",1981-05-09,13,No,For Profit,"Vol-Merg, Close",2018-12-17,BrightSpring,True
ECHOING WOODS RESIDENTIAL CENTER,36G075,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"5455 SALEM BEND DRIVE
DAYTON, OH 45426",937 854-5151,"5455 SALEM BEND DRIVE
DAYTON, OH 45426",1981-04-01,32,No,Non-Profit,,,ECHOING WOODS RESIDENTIAL CENTER,False
BROADFIELD CARE CENTER,36G076,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"7927 MIDDLE RIDGE ROAD
MADISON, OH 44057",440 466-3702,"7927 MIDDLE RIDGE ROAD
MADISON, OH 44057",1981-06-05,48,No,For Profit,,,BROADFIELD CARE CENTER,False
"CHAMPAIGN RES SVCS,INC-OAKLAND STREET",36G077,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"400 OAKLAND STREET
URBANA, OH 43078",937 653-1300,"400 OAKLAND STREET
URBANA, OH 43078",1981-05-29,8,No,Non-Profit,,,CANTON HEALTHCARE CENTER,False
ECHOING VALLEY RESIDENTIAL CEN,36G078,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"7040 UNION SCHOOL HOUSE ROAD
DAYTON, OH 45424",937 237-7881,"7040 UNION SCHOOL HOUSE ROAD
DAYTON, OH 45424",1981-06-30,32,No,Non-Profit,,,ECHOING VALLEY RESIDENTIAL CENTER,False
UNION CITY CHRISTEL MANOR,36G085,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"400 SOUTH MELVIN-ELEY AVENUE
UNION CITY, OH 45390",937 968-6265,"400 SOUTH MELVIN-ELEY AVENUE
UNION CITY, OH 45390",1979-09-04,43,No,For Profit,,,UCM RESIDENTIAL SERVICES,False
NICHOLS HOME,36G087,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"355 W MAIN STREET
PORTAGE, OH 43451",419 686-6071,"355 W MAIN STREET
PORTAGE, OH 43451",1981-10-26,8,No,Non-Profit,,,NICHOLS HOME,False
HARTVILLE MEADOWS,36G089,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"844 SUNNYSIDE STREET SW
HARTVILLE, OH 44632",330 877-3694,"844 SUNNYSIDE STREET SW
HARTVILLE, OH 44632",1982-02-01,32,No,Non-Profit,,,HARTVILLE MEADOWS,False
FOUNDATIONS,36G091,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"7739 ROUTE 40
NEW PARIS, OH 45347",937 437-2311,"7739 ROUTE 40
NEW PARIS, OH 45347",1982-02-22,66,No,For Profit,,,FOUNDATIONS,False
RESCARE-KARL ROAD HOME,36G093,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4133 KARL ROAD
COLUMBUS, OH 43224",614 267-2811,"4133 KARL ROAD
COLUMBUS, OH 43224",1982-02-26,24,No,Non-Profit,"Vol-Merg, Close",2018-06-29,BrightSpring,True
ADD SHASTA GROUP HOME,36G095,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"3273 SHASTA AVENUE
COLUMBUS, OH 43231",614 204-8868,"3273 SHASTA AVENUE
COLUMBUS, OH 43231",1982-07-12,5,No,Non-Profit,,,"RESIDENTIAL OPTIONS, INC.-SHASTA HOME",False
ASHTABULA CO RES SVC-MAPLES II,36G099,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"27 PARRISH ROAD
CONNEAUT, OH 44030",440 593-6404,"27 PARRISH ROAD
CONNEAUT, OH 44030",1982-07-20,12,No,Non-Profit,,,ASHTABULA COUNTY RESIDENTIAL SERVICES-MAPLES II,False
HERITAGE CENTER FOR REHAB & SPECIALTY CARE,36G101,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"24 NORTH HAMILTON STREET
MINSTER, OH 45865",419 628-2396,"24 NORTH HAMILTON STREET
MINSTER, OH 45865",1982-09-16,26,No,For Profit,,,HERITAGE CENTER FOR REHAB AND SPECIALTY CARE,False
ADDISON HEALTHCARE CENTER,36G102,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"8055 ADDISON RD
MASURY, OH 44438",330 448-2547,"8055 ADDISON RD
MASURY, OH 44438",1982-02-04,34,No,For Profit,,,ADDISON HEALTHCARE CENTER,False
"RAINTREE,THE",36G103,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"721 SCHOLL ROAD
MANSFIELD, OH 44907",419 774-4300,"721 SCHOLL ROAD
MANSFIELD, OH 44907",1982-10-05,33,No,Government,,,RAINTREE (THE),False
BCS-DOWLER ROAD HOME,36G106,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"823 WALNUT DOWLER ROAD
LOGAN, OH 43138",740 385-9279,"823 WALNUT DOWLER ROAD
LOGAN, OH 43138",1983-01-03,8,No,Non-Profit,,,BUCKEYE COMMUNITY SERVICES-DOWLER ROAD HOME,False
WHISPERING PINES OF SPRINGFIELD,36G108,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1365 WEST SEMINOLE AVENUE
SPRINGFIELD, OH 45506",937 207-4119,"1365 WEST SEMINOLE AVENUE
SPRINGFIELD, OH 45506",1983-01-03,32,No,For Profit,"Vol-Merg, Close",2021-06-16,WHISPERING PINES OF SPRINGFIELD,False
BCS-HOCKING VALLEY HOME,36G110,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"30 N CULVER STREET
LOGAN, OH 43138",740 385-7261,"30 N CULVER STREET
LOGAN, OH 43138",1983-02-14,8,No,Government,,,BUCKEYE COMMUNITY SERVICES-HOCKING VALLEY HOME,False
MEISTER ROAD HOME,36G112,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"4609 MEISTER ROAD
LORAIN, OH 44053",440 282-3074,"4609 MEISTER ROAD
LORAIN, OH 44053",1983-02-18,16,No,Government,,,MEISTER ROAD HOME,False
ALVIS HOUSE,36G115,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"624 SOUTH OHIO AVENUE
COLUMBUS, OH 43205",614 252-6196,"624 SOUTH OHIO AVENUE
COLUMBUS, OH 43205",1983-03-01,15,No,Non-Profit,,,ALVIS HOUSE-MR UNIT,False
BCS-BIDWELL HOME,36G119,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"9267 STATE ROUTE 160
BIDWELL, OH 45614",740 388-8195,"9267 STATE ROUTE 160
BIDWELL, OH 45614",1983-02-23,5,No,Non-Profit,,,BUCKEYE COMMUNITY SERVICES-BIDWELL GROUP HOME,False
HEINZERLING DEVELOPMENTAL CENTER,36G122,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1755 HEINZERLING DRIVE
COLUMBUS, OH 43223",614 272-2000,"1755 HEINZERLING DRIVE
COLUMBUS, OH 43223",1983-03-16,90,No,Non-Profit,,,HEINZERLING DEVELOPMENTAL CENTER,False
SHAFFER PLAZA C,36G124,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"256 JOHN SCOTT HIGHWAY
STEUBENVILLE, OH 43952",740 266-2401,"256 JOHN SCOTT HIGHWAY
STEUBENVILLE, OH 43952",1987-10-01,9,No,Government,,,SHAFFER PLAZA C,False
BCS-SOUTH STREET HOME,36G125,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"6 WEST SOUTH STREET
JACKSON, OH 45640",740 286-3762,"6 WEST SOUTH STREET
JACKSON, OH 45640",1983-03-22,8,No,Non-Profit,,,BUCKEYE COMMUNITY SERVICES-SOUTH STREET HOME,False
ECHOING RIDGE RESIDENTIAL CTR,36G127,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"643 BEVERLY AVENUE
CANAL FULTON, OH 44614",330 854-6621,"643 BEVERLY AVENUE
CANAL FULTON, OH 44614",1983-05-02,28,No,Non-Profit,,,ECHOING RIDGE RESIDENTIAL CENTER,False
SHAFFER PLAZA B,36G128,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"256 JOHN SCOTT HIGHWAY
STEUBENVILLE, OH 43952",740 266-6057,"256 JOHN SCOTT HIGHWAY
STEUBENVILLE, OH 43952",1987-10-01,9,No,Government,,,SHAFFER PLAZA B,False
SHAFFER PLAZA A,36G131,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"256 JOHN SCOTT HIGHWAY
STEUBENVILLE, OH 43952",740 266-2402,"256 JOHN SCOTT HIGHWAY
STEUBENVILLE, OH 43952",1983-04-28,9,No,Government,,,SHAFFER PLAZA A,False
ST JOSEPH HOME OF CINCINNATI,36G132,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"10722 WYSCARVER ROAD
CINCINNATI, OH 45241",513 563-2520,"10722 WYSCARVER ROAD
CINCINNATI, OH 45241",1981-08-05,48,No,Non-Profit,,,ST. JOSEPH HOME OF CINCINNATI,False
OPPORTUNITY HOMES INC,36G133,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"7891 STATE ROUTE 45
LISBON, OH 44432",330 424-1411,"7891 STATE ROUTE 45
LISBON, OH 44432",1982-08-03,14,No,Non-Profit,,,"OPPORTUNITY HOMES, INC.",False
RESCARE WOODWARD HOUSE,36G134,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"340 DERRER ROAD
COLUMBUS, OH 43204",614 880-3002,"340 DERRER ROAD
COLUMBUS, OH 43204",1983-03-02,8,No,For Profit,,,BrightSpring,True
MIDDLETON ESTATES GROUP HOME,36G136,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"8202 CARLA DRIVE
GALLIPOLIS, OH 45631",740 446-4814,"8202 CARLA DRIVE
GALLIPOLIS, OH 45631",1983-06-06,35,No,Non-Profit,"Vol-Merg, Close",2018-06-29,BrightSpring,True
VINEWOOD HOME,36G139,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1435 SOUTH MAIN STREET
CLYDE, OH 43410",419 547-8705,"1435 SOUTH MAIN STREET
CLYDE, OH 43410",1983-07-19,8,No,For Profit,,,VINEWOOD HOME,False
ANNE GRADY CENTER,36G140,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1525 EBER ROAD
HOLLAND, OH 43528",419 866-6500,"1525 EBER ROAD
HOLLAND, OH 43528",1983-05-10,53,No,Non-Profit,,,ANNE GRADY CENTER,False
GOODWILL REHABILITATION CENTER,36G141,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1331 EDGEHILL ROAD
COLUMBUS, OH 43212",614 583-0367,"1331 EDGEHILL ROAD
COLUMBUS, OH 43212",1983-09-01,15,No,Non-Profit,"Vol-Merg, Close",2018-08-07,GOODWILL COLUMBUS,False
CHERRY HILL HOME,36G145,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"786 FERNDALE ROAD
MANSFIELD, OH 44907",419 774-4300,"786 FERNDALE ROAD
MANSFIELD, OH 44907",1983-11-15,4,No,Non-Profit,,,CHERRY HILL HOME,False
PARK WEST COURT APARTMENTS,36G146,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"600 INDUSTRIAL MILE ROAD
COLUMBUS, OH 43228",614 278-9362,"600 INDUSTRIAL MILE ROAD
COLUMBUS, OH 43228",1983-12-02,60,No,Non-Profit,,,PARK WEST COURT APARTMENTS,False
MADISON VILLAGE MANOR,36G147,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"148 E MAIN STREET
MADISON, OH 44057",440 428-6969,"148 E MAIN STREET
MADISON, OH 44057",1983-10-12,8,No,For Profit,,,"MADISON VILLAGE MANOR, INC.",False
ARISTOCRAT BEREA,36G148,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"255 FRONT STREET
BEREA, OH 44017",440 243-4000,"255 FRONT STREET
BEREA, OH 44017",1987-08-07,14,No,Government,"Vol-Merg, Close",2019-03-29,ARISTOCRAT BEREA,False
OAK GROVE MANOR,36G150,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1670 CRIDER ROAD
MANSFIELD, OH 44903",419 589-6222,"1670 CRIDER ROAD
MANSFIELD, OH 44903",1984-01-23,5,Yes,For Profit,"Vol-Merg, Close",2018-06-30,OAK GROVE MANOR,False
TAKODA TRAILS,36G151,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"350 KOLB DRIVE
FAIRFIELD, OH 45014",513 874-0423,"350 KOLB DRIVE
FAIRFIELD, OH 45014",1984-03-15,54,No,For Profit,,,TAKODA TRAILS,False
GATEWAYS TO BETTER LIVING #10,36G152,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"335 WILCOX ROAD
YOUNGSTOWN, OH 44515",330 793-7340,"335 WILCOX ROAD
YOUNGSTOWN, OH 44515",1984-02-15,9,No,Non-Profit,"Vol-Merg, Close",2021-05-27,GATEWAYS TO BETTER LIVING #10,False
SPRINGFIELD HOME,36G154,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"3568 E WATERLOO ROAD
AKRON, OH 44312",330 628-5885,"3568 E WATERLOO ROAD
AKRON, OH 44312",1984-01-31,7,No,For Profit,,,SPRINGFIELD HOME,False
BARNESVILLE GROUP HOME,36G155,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"320 EAST MAIN STREET
BARNESVILLE, OH 43713",740 425-1565,"320 EAST MAIN STREET
BARNESVILLE, OH 43713",1984-04-24,8,No,For Profit,,,BrightSpring,True
CADIZ GROUP HOME,36G158,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"215 BURTON DRIVE
CADIZ, OH 43907",740 942-4931,"215 BURTON DRIVE
CADIZ, OH 43907",1984-03-28,8,No,Non-Profit,,,BrightSpring,True
BITTERSWEET FARMS,36G160,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"12660 ARCHBOLD-WHITEHOUSE ROAD
WHITEHOUSE, OH 43571",419 875-6986,"12660 ARCHBOLD-WHITEHOUSE ROAD
WHITEHOUSE, OH 43571",1984-04-30,20,No,Non-Profit,,,BITTERSWEET FARMS,False
CARROLLTON GROUP HOME,36G161,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"520 SOUTH LISBON STREET
CARROLLTON, OH 44615",330 627-7552,"520 SOUTH LISBON STREET
CARROLLTON, OH 44615",1984-03-28,8,No,Non-Profit,,,BrightSpring,True
ADD KIMBERLY,36G162,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"3860 KIMBERLY PARKWAY NORTH
COLUMBUS, OH 43232",614 863-8580,"3860 KIMBERLY PARKWAY NORTH
COLUMBUS, OH 43232",1984-04-27,6,No,Non-Profit,"Vol-Merg, Close",2018-01-09,ADD-KIMBERLY PARKWAY,False
F F MUELLER RES CENTER/BLUE CO,36G164,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2535 KENTON STREET
SPRINGFIELD, OH 45505",937 328-2689,"2535 KENTON STREET
SPRINGFIELD, OH 45505",1984-07-13,12,No,Government,,,F.F. MUELLER RESIDENTIAL CENTER-BLUE,False
ADD HAMPSTEAD,36G168,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2357-2359 HAMPSTEAD DRIVE
COLUMBUS, OH 43229",614 890-7109,"2357-2359 HAMPSTEAD DRIVE
COLUMBUS, OH 43229",1984-09-13,8,No,Non-Profit,"Vol-Merg, Close",2017-03-14,ADD-HAMPSTEAD,False
PAUL LOFFING RAINBOW WING,36G170,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2380 STATE ROUTE 68 S
URBANA, OH 43078",937 653-5923,"2380 STATE ROUTE 68 S
URBANA, OH 43078",1984-08-08,20,No,Non-Profit,,,PAUL LOFFING RAINBOW WING,False
LAKEVIEW HOME,36G172,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"3455 LAKEVIEW BOULEVARD
STOW, OH 44224",330 688-1286,"3455 LAKEVIEW BOULEVARD
STOW, OH 44224",1986-04-18,5,No,For Profit,,,LAKEVIEW HOME,False
RESCARE OHIO/1834 SULLIVANT,36G173,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1834 SULLIVANT AVE
COLUMBUS, OH 43222",614 880-3002,"1834 SULLIVANT AVE
COLUMBUS, OH 43222",1984-06-15,8,No,For Profit,"Vol-Merg, Close",2018-06-29,BrightSpring,True
PATHS TO INDEPENDENCE HIGHLAND,36G174,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"130 EAST HIGHLAND AVENUE
RAVENNA, OH 44266",330 297-0602,"130 EAST HIGHLAND AVENUE
RAVENNA, OH 44266",1984-06-14,6,No,Non-Profit,,,PATHS TO INDEPENDENCE-HIGHLAND,False
RESCARE OHIO/1818 SULLIVANT,36G176,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1818 SULLIVANT AVE
COLUMBUS, OH 43223",614 880-3002,"1818 SULLIVANT AVE
COLUMBUS, OH 43223",1984-06-15,8,No,For Profit,"Vol-Merg, Close",2018-03-23,BrightSpring,True
PATHS TO INDEPENDENCE VINE,36G178,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"923 VINE STREET
KENT, OH 44240",330 678-9027,"923 VINE STREET
KENT, OH 44240",1984-04-30,6,No,Non-Profit,,,PATHS TO INDEPENDENCE-VINE,False
BARBARA JEAN MCDONAGH HOME,36G179,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"2050 PARKSIDE BLVD
TOLEDO, OH 43607",419 867-5950,"2050 PARKSIDE BLVD
TOLEDO, OH 43607",1984-05-03,8,No,Non-Profit,"Vol-Merg, Close",2018-02-15,BARBARA JEAN MCDONAGH HOME,False
GATEWAYS TO BETTER LIVING #8,36G181,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(V) Chicago,OH,"1132 W WESTERN RESERVE RD
YOUNGSTOWN, OH 44515",330 758-2833,"1132 W WESTERN RESERVE RD
YOUNGSTOWN, OH 44515",1986-08-21,8,No,Non-Profit,,,GATEWAYS TO BETTER LIVING #8,False
